ticker,period,revenue,net_income,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,cash,operating_cash_flow,operating_income,gross_profit,inventory
PETKM,2025Q2,104126880000,8330150400,177240360000,78358896000,98881464000,59702016000,52239264000,15858348000,11662210560,11453956800,18742838400,21418098240
PGSUS,2022Q1,22930232558,2522325581,50813953488,11767441860,39046511628,17116279070,14976744186,7488372093,4540186047,2980930233,5732558140,909302326
PGSUS,2022Q2,27651162791,3041627907,52747093023,12215116279,40531976744,17767441860,15546511628,7773255814,5474930233,3594651163,6912790698,1138226744
PGSUS,2022Q3,31023255814,3412558140,54127906977,12534883721,41593023256,18232558140,15953488372,7976744186,6142604651,4033023256,7755813953,1310465116
PGSUS,2022Q4,33720930233,3709302326,55232558140,12790697674,42441860465,18604651163,16279069767,8139534884,6676744186,4383720930,8430232558,1453488372
PGSUS,2023Q1,39440000000,4338400000,87400000000,20240000000,67160000000,29440000000,25760000000,12880000000,7809120000,5127200000,9860000000,1564000000
PGSUS,2023Q2,47560000000,5231600000,90725000000,21010000000,69715000000,30560000000,26740000000,13370000000,9416880000,6182800000,11890000000,1957750000
PGSUS,2023Q3,53360000000,5869600000,93100000000,21560000000,71540000000,31360000000,27440000000,13720000000,10565280000,6936800000,13340000000,2254000000
PGSUS,2023Q4,58000000000,6380000000,95000000000,22000000000,73000000000,32000000000,28000000000,14000000000,11484000000,7540000000,14500000000,2500000000
PGSUS,2024Q1,58371200000,6420832000,129352000000,29955200000,99396800000,43571200000,38124800000,19062400000,11557497600,7588256000,14592800000,2314720000
PGSUS,2024Q2,70388800000,7742768000,134273000000,31094800000,103178200000,45228800000,39575200000,19787600000,13936982400,9150544000,17597200000,2897470000
PGSUS,2024Q3,78972800000,8687008000,137788000000,31908800000,105879200000,46412800000,40611200000,20305600000,15636614400,10266464000,19743200000,3335920000
PGSUS,2024Q4,85840000000,9442400000,140600000000,32560000000,108040000000,47360000000,41440000000,20720000000,16996320000,11159200000,21460000000,3700000000
PGSUS,2025Q1,77049984000,8475498240,170744640000,39540864000,131203776000,57513984000,50324736000,25162368000,15255896832,10016497920,19262496000,3055430400
PGSUS,2025Q2,92913216000,10220453760,177240360000,41045136000,136195224000,59702016000,52239264000,26119632000,18396816768,12078718080,23228304000,3824660400
SASA,2022Q1,18976744186,2466976744,66860465116,31023255814,35837209302,22465116279,17116279070,4279069767,3207069767,3415813953,6072558140,6546976744
SASA,2022Q2,22883720930,2974883721,69404069767,32203488372,37200581395,23319767442,17767441860,4441860465,3867348837,4119069767,7322790698,8195232558
SASA,2022Q3,25674418605,3337674419,71220930233,33046511628,38174418605,23930232558,18232558140,4558139535,4338976744,4621395349,8215813953,9435348837
SASA,2022Q4,27906976744,3627906977,72674418605,33720930233,38953488372,24418604651,18604651163,4651162791,4716279070,5023255814,8930232558,10465116279
SASA,2023Q1,32640000000,4243200000,115000000000,53360000000,61640000000,38640000000,29440000000,7360000000,5516160000,5875200000,10444800000,11260800000
SASA,2023Q2,39360000000,5116800000,119375000000,55390000000,63985000000,40110000000,30560000000,7640000000,6651840000,7084800000,12595200000,14095800000
SASA,2023Q3,44160000000,5740800000,122500000000,56840000000,65660000000,41160000000,31360000000,7840000000,7463040000,7948800000,14131200000,16228800000
SASA,2023Q4,48000000000,6240000000,125000000000,58000000000,67000000000,42000000000,32000000000,8000000000,8112000000,8640000000,15360000000,18000000000
SASA,2024Q1,48307200000,6279936000,170200000000,78972800000,91227200000,57187200000,43571200000,10892800000,8163916800,8695296000,15458304000,16665984000
SASA,2024Q2,58252800000,7572864000,176675000000,81977200000,94697800000,59362800000,45228800000,11307200000,9844723200,10485504000,18640896000,20861784000
SASA,2024Q3,65356800000,8496384000,181300000000,84123200000,97176800000,60916800000,46412800000,11603200000,11045299200,11764224000,20914176000,24018624000
SASA,2024Q4,71040000000,9235200000,185000000000,85840000000,99160000000,62160000000,47360000000,11840000000,12005760000,12787200000,22732800000,26640000000
SASA,2025Q1,63765504000,8289515520,224664000000,104244096000,120419904000,75487104000,57513984000,14378496000,10776370176,11477790720,20404961280,21999098880
SASA,2025Q2,76893696000,9996180480,233211000000,108209904000,125001096000,78358896000,59702016000,14925504000,12995034624,13840865280,24605982720,27537554880
SISE,2022Q1,15023255814,2253488372,49209302326,31023255814,18186046512,13906976744,6418604651,4546511628,2704186047,2553953488,3906046512,2364186047
SISE,2022Q2,18116279070,2717441860,51081395349,32203488372,18877906977,14436046512,6662790698,4719476744,3260930233,3079767442,4710232558,2959389535
SISE,2022Q3,20325581395,3048837209,52418604651,33046511628,19372093023,14813953488,6837209302,4843023256,3658604651,3455348837,5284651163,3407209302
SISE,2022Q4,22093023256,3313953488,53488372093,33720930233,19767441860,15116279070,6976744186,4941860465,3976744186,3755813953,5744186047,3779069767
SISE,2023Q1,25840000000,3876000000,84640000000,53360000000,31280000000,23920000000,11040000000,7820000000,4651200000,4392800000,6718400000,4066400000
SISE,2023Q2,31160000000,4674000000,87860000000,55390000000,32470000000,24830000000,11460000000,8117500000,5608800000,5297200000,8101600000,5090150000
SISE,2023Q3,34960000000,5244000000,90160000000,56840000000,33320000000,25480000000,11760000000,8330000000,6292800000,5943200000,9089600000,5860400000
SISE,2023Q4,38000000000,5700000000,92000000000,58000000000,34000000000,26000000000,12000000000,8500000000,6840000000,6460000000,9880000000,6500000000
SISE,2024Q1,38243200000,5736480000,125267200000,78972800000,46294400000,35401600000,16339200000,11573600000,6883776000,6501344000,9943232000,6018272000
SISE,2024Q2,46116800000,6917520000,130032800000,81977200000,48055600000,36748400000,16960800000,12013900000,8301024000,7839856000,11990368000,7533422000
SISE,2024Q3,51740800000,7761120000,133436800000,84123200000,49313600000,37710400000,17404800000,12328400000,9313344000,8795936000,13452608000,8673392000
SISE,2024Q4,56240000000,8436000000,136160000000,85840000000,50320000000,38480000000,17760000000,12580000000,10123200000,9560800000,14622400000,9620000000
SISE,2025Q1,50481024000,7572153600,165352704000,104244096000,61108608000,46730112000,21567744000,15277152000,9086584320,8581774080,13125066240,7944119040
SISE,2025Q2,60874176000,9131126400,171643296000,108209904000,63433392000,48507888000,22388256000,15858348000,10957351680,10348609920,15827285760,9944117040
TAVHL,2022Q1,15023255814,2704186047,50813953488,17116279070,33697674419,11767441860,9627906977,5348837209,4867534884,3755813953,8262790698,0
TAVHL,2022Q2,18116279070,3260930233,52747093023,17767441860,34979651163,12215116279,9994186047,5552325581,5869674419,4529069767,9963953488,0
TAVHL,2022Q3,20325581395,3658604651,54127906977,18232558140,35895348837,12534883721,10255813953,5697674419,6585488372,5081395349,11179069767,0
TAVHL,2022Q4,22093023256,3976744186,55232558140,18604651163,36627906977,12790697674,10465116279,5813953488,7158139535,5523255814,12151162791,0
TAVHL,2023Q1,25840000000,4651200000,87400000000,29440000000,57960000000,20240000000,16560000000,9200000000,8372160000,6460000000,14212000000,0
TAVHL,2023Q2,31160000000,5608800000,90725000000,30560000000,60165000000,21010000000,17190000000,9550000000,10095840000,7790000000,17138000000,0
TAVHL,2023Q3,34960000000,6292800000,93100000000,31360000000,61740000000,21560000000,17640000000,9800000000,11327040000,8740000000,19228000000,0
TAVHL,2023Q4,38000000000,6840000000,95000000000,32000000000,63000000000,22000000000,18000000000,10000000000,12312000000,9500000000,20900000000,0
TAVHL,2024Q1,38243200000,6883776000,129352000000,43571200000,85780800000,29955200000,24508800000,13616000000,12390796800,9560800000,21033760000,0
TAVHL,2024Q2,46116800000,8301024000,134273000000,45228800000,89044200000,31094800000,25441200000,14134000000,14941843200,11529200000,25364240000,0
TAVHL,2024Q3,51740800000,9313344000,137788000000,46412800000,91375200000,31908800000,26107200000,14504000000,16764019200,12935200000,28457440000,0
TAVHL,2024Q4,56240000000,10123200000,140600000000,47360000000,93240000000,32560000000,26640000000,14800000000,18221760000,14060000000,30932000000,0
TAVHL,2025Q1,50481024000,9086584320,170744640000,57513984000,113230656000,39540864000,32351616000,17973120000,16355851776,12620256000,27764563200,0
TAVHL,2025Q2,60874176000,10957351680,177240360000,59702016000,117538344000,41045136000,33582384000,18656880000,19723233024,15218544000,33480796800,0
TCELL,2022Q1,20558139535,3289302326,61511627907,20325581395,41186046512,13372093023,10697674419,4011627907,8223255814,4728372093,8223255814,727441860
TCELL,2022Q2,24790697674,3966511628,63851744186,21098837209,42752906977,13880813953,11104651163,4164244186,9916279070,5701860465,9916279070,910581395
TCELL,2022Q3,27813953488,4450232558,65523255814,21651162791,43872093023,14244186047,11395348837,4273255814,11125581395,6397209302,11125581395,1048372093
TCELL,2022Q4,30232558140,4837209302,66860465116,22093023256,44767441860,14534883721,11627906977,4360465116,12093023256,6953488372,12093023256,1162790698
TCELL,2023Q1,35360000000,5657600000,105800000000,34960000000,70840000000,23000000000,18400000000,6900000000,14144000000,8132800000,14144000000,1251200000
TCELL,2023Q2,42640000000,6822400000,109825000000,36290000000,73535000000,23875000000,19100000000,7162500000,17056000000,9807200000,17056000000,1566200000
TCELL,2023Q3,47840000000,7654400000,112700000000,37240000000,75460000000,24500000000,19600000000,7350000000,19136000000,11003200000,19136000000,1803200000
TCELL,2023Q4,52000000000,8320000000,115000000000,38000000000,77000000000,25000000000,20000000000,7500000000,20800000000,11960000000,20800000000,2000000000
TCELL,2024Q1,52332800000,8373248000,156584000000,51740800000,104843200000,34040000000,27232000000,10212000000,20933120000,12036544000,20933120000,1851776000
TCELL,2024Q2,63107200000,10097152000,162541000000,53709200000,108831800000,35335000000,28268000000,10600500000,25242880000,14514656000,25242880000,2317976000
TCELL,2024Q3,70803200000,11328512000,166796000000,55115200000,111680800000,36260000000,29008000000,10878000000,28321280000,16284736000,28321280000,2668736000
TCELL,2024Q4,76960000000,12313600000,170200000000,56240000000,113960000000,37000000000,29600000000,11100000000,30784000000,17700800000,30784000000,2960000000
TCELL,2025Q1,69079296000,11052687360,206690880000,68297856000,138393024000,44932800000,35946240000,13479840000,27631718400,15888238080,27631718400,2444344320
TCELL,2025Q2,83301504000,13328240640,214554120000,70896144000,143657976000,46642200000,37313760000,13992660000,33320601600,19159345920,33320601600,3059728320
THYAO,2022Q1,37558139535,3755813953,96279069767,29418604651,66860465116,24069767442,20325581395,6418604651,5633720930,4506976744,8262790698,1636744186
THYAO,2022Q2,45290697674,4529069767,99941860465,30537790698,69404069767,24985465116,21098837209,6662790698,6793604651,5434883721,9963953488,2048808140
THYAO,2022Q3,50813953488,5081395349,102558139535,31337209302,71220930233,25639534884,21651162791,6837209302,7622093023,6097674419,11179069767,2358837209
THYAO,2022Q4,55232558140,5523255814,104651162791,31976744186,72674418605,26162790698,22093023256,6976744186,8284883721,6627906977,12151162791,2616279070
THYAO,2023Q1,64600000000,6460000000,165600000000,50600000000,115000000000,41400000000,34960000000,11040000000,9690000000,7752000000,14212000000,2815200000
THYAO,2023Q2,77900000000,7790000000,171900000000,52525000000,119375000000,42975000000,36290000000,11460000000,11685000000,9348000000,17138000000,3523950000
THYAO,2023Q3,87400000000,8740000000,176400000000,53900000000,122500000000,44100000000,37240000000,11760000000,13110000000,10488000000,19228000000,4057200000
THYAO,2023Q4,95000000000,9500000000,180000000000,55000000000,125000000000,45000000000,38000000000,12000000000,14250000000,11400000000,20900000000,4500000000
THYAO,2024Q1,95608000000,9560800000,245088000000,74888000000,170200000000,61272000000,51740800000,16339200000,14341200000,11472960000,21033760000,4166496000
THYAO,2024Q2,115292000000,11529200000,254412000000,77737000000,176675000000,63603000000,53709200000,16960800000,17293800000,13835040000,25364240000,5215446000
THYAO,2024Q3,129352000000,12935200000,261072000000,79772000000,181300000000,65268000000,55115200000,17404800000,19402800000,15522240000,28457440000,6004656000
THYAO,2024Q4,140600000000,14060000000,266400000000,81400000000,185000000000,66600000000,56240000000,17760000000,21090000000,16872000000,30932000000,6660000000
THYAO,2025Q1,126202560000,12620256000,323516160000,98852160000,224664000000,80879040000,68297856000,21567744000,18930384000,15144307200,27764563200,5499774720
THYAO,2025Q2,152185440000,15218544000,335823840000,102612840000,233211000000,83955960000,70896144000,22388256000,22827816000,18262252800,33480796800,6884388720
TOASO,2022Q1,24511627907,2696279070,47069767442,18186046512,28883720930,14976744186,10697674419,3851162791,3774790698,3186511628,4657209302,5273953488
TOASO,2022Q2,29558139535,3251395349,48860465116,18877906977,29982558140,15546511628,11104651163,3997674419,4551953488,3842558140,5616046512,6601715116
TOASO,2022Q3,33162790698,3647906977,50139534884,19372093023,30767441860,15953488372,11395348837,4102325581,5107069767,4311162791,6300930233,7600697674
TOASO,2022Q4,36046511628,3965116279,51162790698,19767441860,31395348837,16279069767,11627906977,4186046512,5551162791,4686046512,6848837209,8430232558
TOASO,2023Q1,42160000000,4637600000,80960000000,31280000000,49680000000,25760000000,18400000000,6624000000,6492640000,5480800000,8010400000,9071200000
TOASO,2023Q2,50840000000,5592400000,84040000000,32470000000,51570000000,26740000000,19100000000,6876000000,7829360000,6609200000,9659600000,11354950000
TOASO,2023Q3,57040000000,6274400000,86240000000,33320000000,52920000000,27440000000,19600000000,7056000000,8784160000,7415200000,10837600000,13073200000
TOASO,2023Q4,62000000000,6820000000,88000000000,34000000000,54000000000,28000000000,20000000000,7200000000,9548000000,8060000000,11780000000,14500000000
TOASO,2024Q1,62396800000,6863648000,119820800000,46294400000,73526400000,38124800000,27232000000,9803520000,9609107200,8111584000,11855392000,13425376000
TOASO,2024Q2,75243200000,8276752000,124379200000,48055600000,76323600000,39575200000,28268000000,10176480000,11587452800,9781616000,14296208000,16805326000
TOASO,2024Q3,84419200000,9286112000,127635200000,49313600000,78321600000,40611200000,29008000000,10442880000,13000556800,10974496000,16039648000,19348336000
TOASO,2024Q4,91760000000,10093600000,130240000000,50320000000,79920000000,41440000000,29600000000,10656000000,14131040000,11928800000,17434400000,21460000000
TOASO,2025Q1,82363776000,9060015360,158163456000,61108608000,97054848000,50324736000,35946240000,12940646400,12684021504,10707290880,15649117440,17721496320
TOASO,2025Q2,99321024000,10925312640,164180544000,63433392000,100747152000,52239264000,37313760000,13432953600,15295437696,12911733120,18870994560,22183030320
TTKOM,2022Q1,18976744186,2656744186,56162790698,17116279070,39046511628,11767441860,9627906977,3209302326,6641860465,4174883721,7211162791,545581395
TTKOM,2022Q2,22883720930,3203720930,58299418605,17767441860,40531976744,12215116279,9994186047,3331395349,8009302326,5034418605,8695813953,682936047
TTKOM,2022Q3,25674418605,3594418605,59825581395,18232558140,41593023256,12534883721,10255813953,3418604651,8986046512,5648372093,9756279070,786279070
TTKOM,2022Q4,27906976744,3906976744,61046511628,18604651163,42441860465,12790697674,10465116279,3488372093,9767441860,6139534884,10604651163,872093023
TTKOM,2023Q1,32640000000,4569600000,96600000000,29440000000,67160000000,20240000000,16560000000,5520000000,11424000000,7180800000,12403200000,938400000
TTKOM,2023Q2,39360000000,5510400000,100275000000,30560000000,69715000000,21010000000,17190000000,5730000000,13776000000,8659200000,14956800000,1174650000
TTKOM,2023Q3,44160000000,6182400000,102900000000,31360000000,71540000000,21560000000,17640000000,5880000000,15456000000,9715200000,16780800000,1352400000
TTKOM,2023Q4,48000000000,6720000000,105000000000,32000000000,73000000000,22000000000,18000000000,6000000000,16800000000,10560000000,18240000000,1500000000
TTKOM,2024Q1,48307200000,6763008000,142968000000,43571200000,99396800000,29955200000,24508800000,8169600000,16907520000,10627584000,18356736000,1388832000
TTKOM,2024Q2,58252800000,8155392000,148407000000,45228800000,103178200000,31094800000,25441200000,8480400000,20388480000,12815616000,22136064000,1738482000
TTKOM,2024Q3,65356800000,9149952000,152292000000,46412800000,105879200000,31908800000,26107200000,8702400000,22874880000,14378496000,24835584000,2001552000
TTKOM,2024Q4,71040000000,9945600000,155400000000,47360000000,108040000000,32560000000,26640000000,8880000000,24864000000,15628800000,26995200000,2220000000
TTKOM,2025Q1,63765504000,8927170560,188717760000,57513984000,131203776000,39540864000,32351616000,10783872000,22317926400,14028410880,24230891520,1833258240
TTKOM,2025Q2,76893696000,10765117440,195897240000,59702016000,136195224000,41045136000,33582384000,11194128000,26912793600,16916613120,29219604480,2294796240
TUPRS,2022Q1,126511627907,7590697674,96279069767,40116279070,56162790698,45465116279,34767441860,9627906977,13663255814,10120930233,15181395349,13821395349
TUPRS,2022Q2,152558139535,9153488372,99941860465,41642441860,58299418605,47194767442,36090116279,9994186047,16476279070,12204651163,18306976744,17301046512
TUPRS,2022Q3,171162790698,10269767442,102558139535,42732558140,59825581395,48430232558,37034883721,10255813953,18485581395,13693023256,20539534884,19919069767
TUPRS,2022Q4,186046511628,11162790698,104651162791,43604651163,61046511628,49418604651,37790697674,10465116279,20093023256,14883720930,22325581395,22093023256
TUPRS,2023Q1,217600000000,13056000000,165600000000,69000000000,96600000000,78200000000,59800000000,16560000000,23500800000,17408000000,26112000000,23772800000
TUPRS,2023Q2,262400000000,15744000000,171900000000,71625000000,100275000000,81175000000,62075000000,17190000000,28339200000,20992000000,31488000000,29757800000
TUPRS,2023Q3,294400000000,17664000000,176400000000,73500000000,102900000000,83300000000,63700000000,17640000000,31795200000,23552000000,35328000000,34260800000
TUPRS,2023Q4,320000000000,19200000000,180000000000,75000000000,105000000000,85000000000,65000000000,18000000000,34560000000,25600000000,38400000000,38000000000
TUPRS,2024Q1,322048000000,19322880000,245088000000,102120000000,142968000000,115736000000,88504000000,24508800000,34781184000,25763840000,38645760000,35183744000
TUPRS,2024Q2,388352000000,23301120000,254412000000,106005000000,148407000000,120139000000,91871000000,25441200000,41942016000,31068160000,46602240000,44041544000
TUPRS,2024Q3,435712000000,26142720000,261072000000,108780000000,152292000000,123284000000,94276000000,26107200000,47056896000,34856960000,52285440000,50705984000
TUPRS,2024Q4,473600000000,28416000000,266400000000,111000000000,155400000000,125800000000,96200000000,26640000000,51148800000,37888000000,56832000000,56240000000
TUPRS,2025Q1,425103360000,25506201600,323516160000,134798400000,188717760000,152771520000,116825280000,32351616000,45911162880,34008268800,51012403200,46442542080
TUPRS,2025Q2,512624640000,30757478400,335823840000,139926600000,195897240000,158583480000,121269720000,33582384000,55363461120,41009971200,61514956800,58134838080
ULKER,2022Q1,16604651163,1577441860,36372093023,14976744186,21395348837,13372093023,9627906977,2941860465,2050674419,2158604651,4815348837,3091627907
ULKER,2022Q2,20023255814,1902209302,37755813953,15546511628,22209302326,13880813953,9994186047,3053779070,2472872093,2603023256,5806744186,3869970930
ULKER,2022Q3,22465116279,2134186047,38744186047,15953488372,22790697674,14244186047,10255813953,3133720930,2774441860,2920465116,6514883721,4455581395
ULKER,2022Q4,24418604651,2319767442,39534883721,16279069767,23255813953,14534883721,10465116279,3197674419,3015697674,3174418605,7081395349,4941860465
ULKER,2023Q1,28560000000,2713200000,62560000000,25760000000,36800000000,23000000000,16560000000,5060000000,3527160000,3712800000,8282400000,5317600000
ULKER,2023Q2,34440000000,3271800000,64940000000,26740000000,38200000000,23875000000,17190000000,5252500000,4253340000,4477200000,9987600000,6656350000
ULKER,2023Q3,38640000000,3670800000,66640000000,27440000000,39200000000,24500000000,17640000000,5390000000,4772040000,5023200000,11205600000,7663600000
ULKER,2023Q4,42000000000,3990000000,68000000000,28000000000,40000000000,25000000000,18000000000,5500000000,5187000000,5460000000,12180000000,8500000000
ULKER,2024Q1,42268800000,4015536000,92588800000,38124800000,54464000000,34040000000,24508800000,7488800000,5220196800,5494944000,12257952000,7870048000
ULKER,2024Q2,50971200000,4842264000,96111200000,39575200000,56536000000,35335000000,25441200000,7773700000,6294943200,6626256000,14781648000,9851398000
ULKER,2024Q3,57187200000,5432784000,98627200000,40611200000,58016000000,36260000000,26107200000,7977200000,7062619200,7434336000,16584288000,11342128000
ULKER,2024Q4,62160000000,5905200000,100640000000,41440000000,59200000000,37000000000,26640000000,8140000000,7676760000,8080800000,18026400000,12580000000
ULKER,2025Q1,55794816000,5300507520,122217216000,50324736000,71892480000,44932800000,32351616000,9885216000,6890659776,7253326080,16180496640,10388463360
ULKER,2025Q2,67281984000,6391788480,126866784000,52239264000,74627520000,46642200000,33582384000,10261284000,8309325024,8746657920,19511775360,13003845360
VESTL,2022Q1,37558139535,1690116279,77558139535,25674418605,51883720930,38511627907,31023255814,5081395349,1859127907,2816860465,9013953488,10184186047
VESTL,2022Q2,45290697674,2038081395,80508720930,26651162791,53857558140,39976744186,32203488372,5274709302,2241889535,3396802326,10869767442,12748139535
VESTL,2022Q3,50813953488,2286627907,82616279070,27348837209,55267441860,41023255814,33046511628,5412790698,2515290698,3811046512,12195348837,14677209302
VESTL,2022Q4,55232558140,2485465116,84302325581,27906976744,56395348837,41860465116,33720930233,5523255814,2734011628,4142441860,13255813953,16279069767
VESTL,2023Q1,64600000000,2907000000,133400000000,44160000000,89240000000,66240000000,53360000000,8740000000,3197700000,4845000000,15504000000,17516800000
VESTL,2023Q2,77900000000,3505500000,138475000000,45840000000,92635000000,68760000000,55390000000,9072500000,3856050000,5842500000,18696000000,21926800000
VESTL,2023Q3,87400000000,3933000000,142100000000,47040000000,95060000000,70560000000,56840000000,9310000000,4326300000,6555000000,20976000000,25244800000
VESTL,2023Q4,95000000000,4275000000,145000000000,48000000000,97000000000,72000000000,58000000000,9500000000,4702500000,7125000000,22800000000,28000000000
VESTL,2024Q1,95608000000,4302360000,197432000000,65356800000,132075200000,98035200000,78972800000,12935200000,4732596000,7170600000,22945920000,25924864000
VESTL,2024Q2,115292000000,5188140000,204943000000,67843200000,137099800000,101764800000,81977200000,13427300000,5706954000,8646900000,27670080000,32451664000
VESTL,2024Q3,129352000000,5820840000,210308000000,69619200000,140688800000,104428800000,84123200000,13778800000,6402924000,9701400000,31044480000,37362304000
VESTL,2024Q4,140600000000,6327000000,214600000000,71040000000,143560000000,106560000000,85840000000,14060000000,6959700000,10545000000,33744000000,41440000000
VESTL,2025Q1,126202560000,5679115200,260610240000,86270976000,174339264000,129406464000,104244096000,17074464000,6247026720,9465192000,30288614400,34220820480
VESTL,2025Q2,152185440000,6848344800,270524760000,89553024000,180971736000,134329536000,108209904000,17724036000,7533179280,11413908000,36524505600,42836196480
