source_id,provider,document_or_announcement_id,document_title,publication_date,effective_date,coverage_year,coverage_period,ticker_or_share_code,company_name,event_type,index_code,scheduled_or_extraordinary,source_url_or_stable_id,access_date_utc,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,identity_status,provenance_status,notes
EV-178,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,PGSUS,PEGASUS,ADD,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-179,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,ECILC,ECZACIBAŞI İLAÇ,ADD,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-180,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,MAVI,MAVİ GİYİM,REMOVE,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-181,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,SODA,SODA SANAYİİ,REMOVE,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-182,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,ULKER,ÜLKER BİSKÜVİ,REMOVE,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-183,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,VESTL,VESTEL,OTHER_MEMBERSHIP_RELEVANT,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-184,Borsa Istanbul,11473,2017 yılı dördüncü üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-09-20,2017-10-02,2017,2017Q4,BJKAS,BEŞİKTAŞ FUTBOL YAT.,OTHER_MEMBERSHIP_RELEVANT,XU030,SCHEDULED,https://www.borsaistanbul.com/duyuru/11473/2017-yili-dorduncu-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11473_2017-09-20.html,c58f5c9f3103b60af3b04e43f5fefbe3ea731252072eaaaca43dd769de117080,79261,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11473_2017-09-20.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-185,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,NA,NA,REVIEW_SCHEDULE,XU030;XU050;XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,NA,ACQUIRED,"Periodic review announcement. The document states the index period explicitly as 2018-01-02 to 2018-03-30; effective_date is that stated period start, not the publication date. Additions and removals are equal in number in every transcribed table, consistent with rulebook art. 6(c)/(d)."
EV-186,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,NTHOL,NET HOLDING,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-187,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,BERA,BERA HOLDING,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-188,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,DGKLB,DOGTAS KELEBEK MOBILYA,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-189,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,IEYHO,ISIKLAR ENERJI YAPI HOL.,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-190,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,BRSAN,BORUSAN MANNESMANN,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-191,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,SNGYO,SINPAS GMYO,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-192,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,IHLGM,IHLAS GAYRIMENKUL,ADD,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-193,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,CLEBI,CELEBI,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-194,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,YAZIC,YAZICILAR HOLDING,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-195,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,IZMDC,IZMIR DEMIR CELIK,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-196,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,ALKIM,ALKIM KIMYA,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-197,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,KONYA,KONYA CIMENTO,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-198,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,ALCTL,ALCATEL LUCENT TELETAS,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-199,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,TSPOR,TRABZONSPOR SPORTIF,REMOVE,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-200,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,BSOKE,BATISOKE CIMENTO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-201,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,AVGYO,AVRASYA GMYO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-202,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,OZKGY,OZAK GMYO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-203,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,AKFGY,AKFEN GMYO,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-204,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,KATMR,KATMERCILER EKIPMAN,OTHER_MEMBERSHIP_RELEVANT,XU100,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,"Reserve (yedek) list entry: an eligible substitute under rulebook art. 7, NOT a membership change and NOT a state."
EV-205,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,SKBNK,SEKERBANK,ADD,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-206,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,GOZDE,GOZDE GIRISIM,ADD,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-207,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,NTHOL,NET HOLDING,ADD,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
EV-208,Borsa Istanbul,11466,2018 yılı birinci üç aylık dönemi için BIST Pay Endeksleri kapsamında yer alacak paylarda değişiklik yapılmıştır,2017-12-18,2018-01-02,2018,2018Q1,MAVI,MAVI GIYIM,REMOVE,XU050,SCHEDULED,https://www.borsaistanbul.com/duyuru/11466/2018-yili-birinci-uc-aylik-donemi-icin-bist-pay-endeksleri-kapsaminda-yer-alacak-paylarda-degisiklik-yapilmistir,2026-08-24T03:03:26Z,bist_duyuru_11466_2017-12-18.html,b1dfb707f1d5fb71446efd84ead28b03c96ed71451ed2975ebcf10011ab15c8e,79952,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/events/bist_duyuru_11466_2017-12-18.html,INSUFFICIENT_IDENTITY_EVIDENCE,ACQUIRED,Itemised in the periodic review announcement; effective at the stated index-period start.
