source_id,provider,kap_disclosure_id,document_title,company_name,ticker_or_share_code,coverage_year,search_period_start,search_period_end,publication_date,publication_time,event_date,event_type,rulebook_version,rulebook_article,rulebook_trigger_class,membership_consequence,effective_date_rule,derived_effective_date,reserve_implication,identity_status,source_url_or_stable_id,access_date_utc,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,search_status,provenance_status,notes
KT-025,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,ENERJISA ENERJI,ENJSA,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-026,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,ENERJISA ENERJI,ENJSA,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-027,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,ENERJISA ENERJI,ENJSA,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-028,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,CARREFOURSA,CRFSA,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-029,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,GOLTAS CIMENTO,GOLTS,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-030,KAP / Borsa Istanbul A.S.,658736,Endeks Sirketlerinde Degisiklik,SEKERBANK,SKBNK,2018,2018-01-01,2018-12-31,2018-02-07,17:22:34,14/02/2018,OTHER_RULE_TRIGGER,"Aralik 2018 predecessor (Kasim 2015 line, in force 07.02.2018)","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-14,NOT_A_RESERVE_SUBSTITUTION - smallest free-float market-cap constituent displaced,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/658736,2026-08-24T11:20:00Z,kap_bildirim_658736_2018-02-07.json,a9e812ad4c2d7af097f0b3c6859c4370f9d9d9619d6884aa1f84ca4513cbf494,52722,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_658736_2018-02-07.json,TRIGGER_EVENT_FOUND,ACQUIRED,Enerjisa Enerji began trading on Yildiz Pazar 08.02.2018. The disclosure also states the share count and free-float ratio used in index calculation.
KT-031,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,MLP SAGLIK,MPARK,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-032,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,MLP SAGLIK,MPARK,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-033,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,MLP SAGLIK,MPARK,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-034,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,KILER GMYO,KLGYO,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-035,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,IHLAS HOLDING,IHLAS,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-036,KAP / Borsa Istanbul A.S.,659515,Endeks Sirketlerinde Degisiklik,ECZACIBASI ILAC,ECILC,2018,2018-01-01,2018-12-31,2018-02-12,18:20:47,19/02/2018,OTHER_RULE_TRIGGER,"Kasim 2015 line, in force 12.02.2018","7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-02-19,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/659515,2026-08-24T11:20:00Z,kap_bildirim_659515_2018-02-12.json,0a0f88f73c37ce502be6aa4b754f505f03f79411e6b0e082eb6e924799169cd9,50511,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_659515_2018-02-12.json,TRIGGER_EVENT_FOUND,ACQUIRED,MLP Saglik began trading on Yildiz Pazar 13.02.2018.
KT-037,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,SOK MARKETLER TICARET,SOKM,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-038,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,SOK MARKETLER TICARET,SOKM,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-039,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,SOK MARKETLER TICARET,SOKM,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,ADDED TO XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-040,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,DATAGATE BILGISAYAR,DGATE,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU100,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-041,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,NETAS TELEKOM,NETAS,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU050,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-042,KAP / Borsa Istanbul A.S.,684332,Endeks Sirketlerinde Degisiklik,OTOKAR,OTKAR,2018,2018-01-01,2018-12-31,2018-05-17,18:12:28,24/05/2018,OTHER_RULE_TRIGGER,Mayis 2018,"7.5, 7.6",SECURITY_REPLACEMENT,REMOVED FROM XU030,Art. 7.6 IPO fast entry - 5th trading day; printed by the source,2018-05-24,NOT_A_RESERVE_SUBSTITUTION,DISTINCT_SECURITY,https://www.kap.org.tr/tr/Bildirim/684332,2026-08-24T11:20:00Z,kap_bildirim_684332_2018-05-17.json,886989a50ca2562eec2d8159747deff2574e96122ba8177cd6700543df54e381,51485,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_684332_2018-05-17.json,TRIGGER_EVENT_FOUND,ACQUIRED,Sok Marketler began trading on Yildiz Pazar 18.05.2018.
KT-043,KAP / Borsa Istanbul A.S.,705870,Endeks Sirketlerinde Degisiklik,KIPA TICARET,KIPA,2018,2018-01-01,2018-12-31,2018-08-31,18:51:40,03/09/2018,MERGER_SUCCESSION,Haziran 2018,NOT CITED BY THE SOURCE - merger article,MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share-exchange distribution begins; printed by the source,2018-09-03,RESERVE CONSUMED AND NAMED BY THE SOURCE - ITTFH was reserve rank 1 for XU100 in the 2018Q3 review (node 12512),SUCCESSION_RULE_CONFIRMED for the removal; DISTINCT_SECURITY for the replacement,https://www.kap.org.tr/tr/Bildirim/705870,2026-08-24T11:20:00Z,kap_bildirim_705870_2018-08-31.json,fe58451fa16128a8c0c19ffa22d6ecc17e8bb3a93c4e0076d7c3804792d62777,36429,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_705870_2018-08-31.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Migros Ticaret absorbed Kipa Ticaret. Borsa names the replacement explicitly. ITTFH is reserve 1 of 5 in the 2018Q3 reserve list (ITTFH, ASUZU, TEKTU, HEKTS, POLHO)."
KT-044,KAP / Borsa Istanbul A.S.,705870,Endeks Sirketlerinde Degisiklik,ITTIFAK HOLDING,ITTFH,2018,2018-01-01,2018-12-31,2018-08-31,18:51:40,03/09/2018,MERGER_SUCCESSION,Haziran 2018,NOT CITED BY THE SOURCE - merger article,MERGER_SUCCESSION,ADDED TO XU100,Day on which share-exchange distribution begins; printed by the source,2018-09-03,RESERVE CONSUMED AND NAMED BY THE SOURCE - ITTFH was reserve rank 1 for XU100 in the 2018Q3 review (node 12512),SUCCESSION_RULE_CONFIRMED for the removal; DISTINCT_SECURITY for the replacement,https://www.kap.org.tr/tr/Bildirim/705870,2026-08-24T11:20:00Z,kap_bildirim_705870_2018-08-31.json,fe58451fa16128a8c0c19ffa22d6ecc17e8bb3a93c4e0076d7c3804792d62777,36429,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_705870_2018-08-31.json,TRIGGER_EVENT_FOUND,ACQUIRED,"Migros Ticaret absorbed Kipa Ticaret. Borsa names the replacement explicitly. ITTFH is reserve 1 of 5 in the 2018Q3 reserve list (ITTFH, ASUZU, TEKTU, HEKTS, POLHO)."
KT-045,KAP / Borsa Istanbul A.S.,845949,Endeks Sirketlerinde Degisiklik,ADANA CIMENTO (A),ADANA,2020,2020-01-01,2020-12-31,2020-05-20,17:01:47,21/05/2020,MERGER_SUCCESSION,Nisan 2020,"7.11, 7.14, 7.16",MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share distribution begins (21.05.2020); printed by the source,2020-05-21,"RESERVE CONSUMED, NAMED AND RANKED BY THE SOURCE - Borsa states Sarkuysan was the FIRST reserve determined for BIST 100 for the 2020Q2 period (01.04.2020-30.06.2020)",SUCCESSION_RULE_CONFIRMED - the surviving entity trades under the pre-existing share code MRDIN with the bulletin name changed to OYAK CIMENTO,https://www.kap.org.tr/tr/Bildirim/845949,2026-08-24T11:20:00Z,kap_bildirim_845949_2020-05-20.json,d0c79c8ab1d8106adf1d6e732e463445ce54c98f703c98782b274c0ddba0b3d0,19588,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_845949_2020-05-20.json,TRIGGER_EVENT_FOUND,ACQUIRED,"DECISIVE ROW FOR RESERVE SEMANTICS. Verbatim: ""BIST Pay Endeksleri Temel Kurallari'nin 7.11. maddesi geregince Adana Cimento (A)'nin BIST 100 endeksinden cikarilmasi nedeniyle, yerine 2020 yili ikinci uc aylik doneminde (01.04.2020 - 30.06.2020) BIST 100 endeksi icin 1.yedek olarak belirlenmis olan Sarkuysan ... dahil edilecektir."" This is the only first-party statement located in the window that both names a reserve substitution AND states its rank. It confirms that the published reserve list carries a rank; it does NOT state a general consumption rule, and no rulebook version in the window states one. The XU100 rows are in the disclosure attachment, not the body table."
KT-046,KAP / Borsa Istanbul A.S.,845949,Endeks Sirketlerinde Degisiklik,SARKUYSAN,SARKY,2020,2020-01-01,2020-12-31,2020-05-20,17:01:47,21/05/2020,MERGER_SUCCESSION,Nisan 2020,"7.11, 7.14, 7.16",MERGER_SUCCESSION,ADDED TO XU100,Day on which share distribution begins (21.05.2020); printed by the source,2020-05-21,"RESERVE CONSUMED, NAMED AND RANKED BY THE SOURCE - Borsa states Sarkuysan was the FIRST reserve determined for BIST 100 for the 2020Q2 period (01.04.2020-30.06.2020)",SUCCESSION_RULE_CONFIRMED - the surviving entity trades under the pre-existing share code MRDIN with the bulletin name changed to OYAK CIMENTO,https://www.kap.org.tr/tr/Bildirim/845949,2026-08-24T11:20:00Z,kap_bildirim_845949_2020-05-20.json,d0c79c8ab1d8106adf1d6e732e463445ce54c98f703c98782b274c0ddba0b3d0,19588,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_845949_2020-05-20.json,TRIGGER_EVENT_FOUND,ACQUIRED,"DECISIVE ROW FOR RESERVE SEMANTICS. Verbatim: ""BIST Pay Endeksleri Temel Kurallari'nin 7.11. maddesi geregince Adana Cimento (A)'nin BIST 100 endeksinden cikarilmasi nedeniyle, yerine 2020 yili ikinci uc aylik doneminde (01.04.2020 - 30.06.2020) BIST 100 endeksi icin 1.yedek olarak belirlenmis olan Sarkuysan ... dahil edilecektir."" This is the only first-party statement located in the window that both names a reserve substitution AND states its rank. It confirms that the published reserve list carries a rank; it does NOT state a general consumption rule, and no rulebook version in the window states one. The XU100 rows are in the disclosure attachment, not the body table."
KT-047,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,ANADOLU CAM,ANACM,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU100,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
KT-048,KAP / Borsa Istanbul A.S.,877486,Endeks Sirketlerinde Degisiklik,ANADOLU CAM,ANACM,2020,2020-01-01,2020-12-31,2020-09-30,16:41:20,01/10/2020,MERGER_SUCCESSION,Nisan 2020 / 2020-09 split rule set,7.16 (cited for BIST Temettu 25 only),MERGER_SUCCESSION,REMOVED FROM XU050,Day on which share distribution begins (01.10.2020); printed by the source,2020-10-01,RESERVE CONSUMPTION NOT RESOLVED - three BIST 100 constituents are removed and NO BIST 100 replacement is named,SUCCESSION_RULE_CONFIRMED for the removals; INSUFFICIENT_IDENTITY_EVIDENCE for any BIST 100 replacement,https://www.kap.org.tr/tr/Bildirim/877486,2026-08-24T11:20:00Z,kap_bildirim_877486_2020-09-30.json,a3319e3783b58107158f1a21989b473c3d99de4ee7efb855b05e9237f18318d6,20966,PRIVATE_LOCAL_RAW,PRIVATE_LOCAL_RAW:bist-membership/kap-triggers/kap_bildirim_877486_2020-09-30.json,TRIGGER_EVENT_FOUND,ACQUIRED,"FAIL-CLOSED ROW. Sise Cam absorbed Anadolu Cam, Denizli Cam, Soda Sanayii, Trakya Cam and unlisted Pasabahce. The attachment removes THREE BIST 100 constituents and adds NONE; the explanation names replacements only for BIST Temettu 25 (Sise Cam and Indeks Bilgisayar, art. 7.16). The effective date 01.10.2020 is ALSO the first day of the 2020Q4 index period (01/10/2020-31/12/2020) announced on 18.09.2020, so the merger removals and the periodic additions/removals share an effective date. No first-party rule was located that orders same-day changes or that says whether the periodic review already absorbed these removals. BIST 100 membership on 01.10.2020 is therefore NOT deterministically reconstructible from first-party evidence."
